Prize,Year,Winner,Citation,Wikipedia_URL,OpenAlex_URL,Subfield,Subfield_ID,Field,Domain,Verified,Corrected_OpenAlex_URL,Best_Subfield,Best_Subfield_ID,Best_Field,Verification_Notes,laureate_type,n_winners,plotFinestField
Keio Medical Science Prize,2023,Kazutoshi Mori,For discovery of the unfolded protein response,https://en.wikipedia.org/wiki/Kazutoshi_Mori,https://openalex.org/authors/A5024825620,Cell Biology,1307.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Cell Biology,1307,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Keio Medical Science Prize,2023,Napoleone Ferrara,For discovery of VEGF and anti-angiogenic therapy,https://en.wikipedia.org/wiki/Napoleone_Ferrara,https://openalex.org/authors/A5101652233,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Keio Medical Science Prize,2024,Demis Hassabis,For development of AlphaFold for protein structure prediction,https://en.wikipedia.org/wiki/Demis_Hassabis,https://openalex.org/authors/A5005349213,Cognitive Neuroscience,2805.0,Neuroscience,Life Sciences,Yes,,Artificial Intelligence,1702,Computer Science,"OpenAlex top topic is AI, not Cognitive Neuroscience",individual,1.0,"Computing, electrical"
Keio Medical Science Prize,2024,Mitinori Saitou,For research on germ cell development and epigenetic reprogramming,https://en.wikipedia.org/wiki/Mitinori_Saitou,https://openalex.org/authors/A5000648036,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
King Faisal International Prize in Science,2015,Michael Grätzel,,,https://openalex.org/authors/A5109160404,"Renewable Energy, Sustainability and the Environment",2105.0,Energy,Physical Sciences,Yes,,Physical and Theoretical Chemistry,https://openalex.org/subfields/1606,Chemistry,"2026-09-11 coverage audit: added, add colaureate; id and field copied from the laureate's existing row (Frontiers of Knowledge Award in Basic Sciences 2021). Source: https://www.arabnews.com/news/699326",individual,1.0,Chemistry
King Faisal International Prize in Science,2015,Omar M. Yaghi,"For pioneering reticular chemistry, creating metal-organic frameworks and covalent organic frameworks",https://en.wikipedia.org/wiki/Omar_M._Yaghi,https://openalex.org/authors/A5044268160,Inorganic Chemistry,1604.0,Chemistry,Physical Sciences,Yes,,Inorganic Chemistry,1604,Chemistry,,individual,1.0,Chemistry
King Faisal International Prize in Science,2016,Stephen Philip Jackson,,,https://openalex.org/authors/A5061795154,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology","2026-09-11 coverage audit: added, add colaureate; id from the snapshot name scan, largest field-consistent profile (666 works); HAND_OVERRIDE: found as 'Stephen P. Jackson': 666 works; Molecular Biology. Source: https://kingfaisalprize.org/professor-stephen-philip-jackson/",individual,1.0,Life Sciences & Medicine
King Faisal International Prize in Science,2016,Vamsi K. Mootha,For discoveries illuminating mitochondrial biology and its role in human disease,https://en.wikipedia.org/wiki/Vamsi_K._Mootha,https://openalex.org/authors/A5068971521,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
King Faisal International Prize in Science,2017,Daniel Loss,For pioneering theoretical work in spintronics and quantum computing,https://en.wikipedia.org/wiki/Daniel_Loss,https://openalex.org/authors/A5010879789,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104,Physics and Astronomy,Subfield changed from Atomic Physics to Condensed Matter Physics (spintronics/quantum computing),individual,1.0,Physics & Astronomy
King Faisal International Prize in Science,2017,Laurens W. Molenkamp,For pioneering experimental work in spintronics and topological insulators,https://en.wikipedia.org/wiki/Laurens_W._Molenkamp,https://openalex.org/authors/A5015818929,Condensed Matter Physics,3104.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104,Physics and Astronomy,,individual,1.0,Physics & Astronomy
King Faisal International Prize in Science,2018,John M. Ball,"For outstanding contributions to nonlinear PDEs, calculus of variations and dynamical systems",https://en.wikipedia.org/wiki/John_M._Ball,https://openalex.org/authors/A5071205372,Economics and Econometrics,2002.0,"Economics, Econometrics and Finance",Social Sciences,Yes,https://openalex.org/authors/A5071205372,Applied Mathematics,2604,Mathematics,Wrong profile (Sebastian Schneeweiss); corrected to J. M. Ball A5071205372,individual,1.0,Math
King Faisal International Prize in Science,2019,Allen J. Bard,"For pioneering contributions to electrochemistry, including scanning electrochemical microscopy",https://en.wikipedia.org/wiki/Allen_J._Bard,https://openalex.org/authors/A5005657217,Electrochemistry,1603.0,Chemistry,Physical Sciences,Yes,,Electrochemistry,1603,Chemistry,,individual,1.0,Chemistry
King Faisal International Prize in Science,2019,Jean M.J. Frechet,For pioneering contributions to polymer chemistry and nanoscience,https://en.wikipedia.org/wiki/Jean_M._J._Fr%C3%A9chet,https://openalex.org/authors/A5002152167,Polymers and Plastics,2507.0,Materials Science,Physical Sciences,Yes,,Polymers and Plastics,2507,Materials Science,,individual,1.0,Materials and mining engineering
King Faisal International Prize in Science,2020,Xiaodong Wang,For groundbreaking discoveries in the molecular mechanisms of apoptosis,https://en.wikipedia.org/wiki/Xiaodong_Wang,https://openalex.org/authors/A5100382645,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
King Faisal International Prize in Science,2021,Stuart Parkin,"For fundamental discoveries in spintronics, leading to 1000-fold increase in magnetic storage",https://en.wikipedia.org/wiki/Stuart_Parkin,https://openalex.org/authors/A5035053678,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104,Physics and Astronomy,Subfield changed from Atomic Physics to Condensed Matter Physics (spintronics),individual,1.0,Physics & Astronomy
King Faisal International Prize in Science,2022,Martin Hairer,,,https://openalex.org/authors/A5016315238,Finance,2003.0,"Economics, Econometrics and Finance",Social Sciences,Yes,,Mathematical Physics,2610,Mathematics,"2026-09-11 coverage audit: added, add colaureate; id and field copied from the laureate's existing row (Breakthrough Prize in Mathematics 2021). Source: kingfaisalprize.org/science/: 2022 Science laureates Hairer and Masmoudi (Mathematics)",individual,1.0,Math
King Faisal International Prize in Science,2022,Nader Masmoudi,"For outstanding contributions to mathematical fluid dynamics, nonlinear inviscid and Landau damping",https://en.wikipedia.org/wiki/Nader_Masmoudi,https://openalex.org/authors/A5078240002,Applied Mathematics,2604.0,Mathematics,Physical Sciences,Yes,,Applied Mathematics,2604,Mathematics,,individual,1.0,Math
King Faisal International Prize in Science,2023,Chad A. Mirkin,"For pioneering contributions to nanoscience, including spherical nucleic acids",https://en.wikipedia.org/wiki/Chad_A._Mirkin,https://openalex.org/authors/A5055829204,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Materials Chemistry,2505,Materials Science,Subfield changed from Molecular Biology to Materials Chemistry (nanoscience),individual,1.0,Materials and mining engineering
King Faisal International Prize in Science,2023,Jackie Yi-Ru Ying,For pioneering contributions to nanotechnology for healthcare and sustainability,https://en.wikipedia.org/wiki/Jackie_Ying,https://openalex.org/authors/A5034559002,Materials Chemistry,2505.0,Materials Science,Physical Sciences,Yes,https://openalex.org/authors/A5034559002,Materials Chemistry,2505,Materials Science,OpenAlex URL was missing; found Jackie Y. Ying A5034559002,individual,1.0,Materials and mining engineering
King Faisal International Prize in Science,2024,Howard Y. Chang,For pioneering discoveries in epigenomics and the role of long noncoding RNAs,https://en.wikipedia.org/wiki/Howard_Chang_(geneticist),https://openalex.org/authors/A5040230088,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Kyoto Prize in Advanced Technology,2015,Toyoki Kunitake,"For pioneering molecular self-assembly chemistry, opening new frontiers in materials science",https://en.wikipedia.org/wiki/Toyoki_Kunitake,https://openalex.org/authors/A5001851209,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Materials Chemistry,2505.0,Materials Science,Subfield changed from Molecular Biology to Materials Chemistry (molecular self-assembly),individual,1.0,Materials and mining engineering
Kyoto Prize in Advanced Technology,2016,Takeo Kanade,For pioneering contributions to computer vision and robotics,https://en.wikipedia.org/wiki/Takeo_Kanade,https://openalex.org/authors/A5057924291,Computer Vision and Pattern Recognition,1707.0,Computer Science,Physical Sciences,Yes,,Computer Vision and Pattern Recognition,1707.0,Computer Science,,individual,1.0,"Computing, electrical"
Kyoto Prize in Advanced Technology,2017,Takashi Mimura,For invention of the High Electron Mobility Transistor (HEMT) and its development for information and communications technology,https://en.wikipedia.org/wiki/Takashi_Mimura_(engineer),https://openalex.org/authors/A5102375520,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Kyoto Prize in Advanced Technology,2018,Karl Deisseroth,"For development of optogenetics and CLARITY, transformative technologies for neuroscience",https://en.wikipedia.org/wiki/Karl_Deisseroth,https://openalex.org/authors/A5014360828,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804.0,Neuroscience,,individual,1.0,Life Sciences & Medicine
Kyoto Prize in Advanced Technology,2019,Ching W. Tang,For pioneering development of organic light-emitting diodes (OLEDs) and organic solar cells,https://en.wikipedia.org/wiki/Ching_W._Tang,https://openalex.org/authors/A5103415041,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Kyoto Prize in Advanced Technology,2021,Andrew Chi-Chih Yao,"For innovative fundamental theories in computation and communication, opening new frontiers in computer science",https://en.wikipedia.org/wiki/Andrew_Yao,https://openalex.org/authors/A5076560802,Computational Theory and Mathematics,1703.0,Computer Science,Physical Sciences,Yes,,Computational Theory and Mathematics,1703.0,Computer Science,,individual,1.0,"Computing, electrical"
Kyoto Prize in Advanced Technology,2022,Carver Mead,For leading contributions to guiding principles for VLSI systems design and electronic design automation,https://en.wikipedia.org/wiki/Carver_Mead,https://openalex.org/authors/A5068660722,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Kyoto Prize in Advanced Technology,2023,Ryuzo Yanagimachi,"For pioneering contributions to mammalian reproductive biology, including microinsemination and somatic cell cloning",https://en.wikipedia.org/wiki/Ryuzo_Yanagimachi,https://openalex.org/authors/A5024596573,"Public Health, Environmental and Occupational Health",2739.0,Medicine,Health Sciences,Yes,,Reproductive Medicine,2743.0,Medicine,Subfield changed from Public Health to Reproductive Medicine,individual,1.0,Life Sciences & Medicine
Kyoto Prize in Advanced Technology,2024,John Pendry,For theoretical work on metamaterials and transformation optics,https://en.wikipedia.org/wiki/John_Pendry,https://openalex.org/authors/A5011614810,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,https://openalex.org/authors/A5011614810,Condensed Matter Physics,3104.0,Physics and Astronomy,Wrong profile (Xiang Zhang); corrected to J. B. Pendry A5011614810 at Imperial College,individual,1.0,Physics & Astronomy
Kyoto Prize in Basic Sciences,2015,Michel Mayor,"Earth and Planetary Sciences, Astronomy and Astrophysics: Discovery of the first exoplanet orbiting a Sun-like star",https://en.wikipedia.org/wiki/Michel_Mayor,https://openalex.org/authors/A5107428895,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Kyoto Prize in Basic Sciences,2016,Tasuku Honjo,"Biological Sciences: Discovery of the mechanism responsible for the functional diversification of antibodies, immunoregulatory molecules, and clinical applications of PD-1",https://en.wikipedia.org/wiki/Tasuku_Honjo,https://openalex.org/authors/A5019039647,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403.0,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Kyoto Prize in Basic Sciences,2017,Graham Farquhar,Biological Sciences: Development of process-based models of photosynthesis and their contributions to the science of global environmental changes,https://en.wikipedia.org/wiki/Graham_Farquhar,https://openalex.org/authors/A5005341677,Global and Planetary Change,2306.0,Environmental Science,Physical Sciences,Yes,,Plant Science,1110.0,Agricultural and Biological Sciences,Subfield changed from Global and Planetary Change to Plant Science (photosynthesis models),individual,1.0,Ag. & natural resources
Kyoto Prize in Basic Sciences,2018,Masaki Kashiwara,Mathematical Sciences: Outstanding contributions to a broad spectrum of modern mathematics through the creation and development of algebraic analysis,https://en.wikipedia.org/wiki/Masaki_Kashiwara,https://openalex.org/authors/A5020587578,Geometry and Topology,2608.0,Mathematics,Physical Sciences,Yes,,Geometry and Topology,2608.0,Mathematics,,individual,1.0,Math
Kyoto Prize in Basic Sciences,2019,James Gunn,"Earth and Planetary Sciences, Astronomy and Astrophysics: Outstanding contributions to observational cosmology through leading major digital sky surveys",https://en.wikipedia.org/wiki/James_Gunn,https://openalex.org/authors/A5109447166,Instrumentation,3105.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Subfield changed from Instrumentation to Astronomy and Astrophysics,individual,1.0,Physics & Astronomy
Kyoto Prize in Basic Sciences,2021,Robert G. Roeder,Biological Sciences: Elucidation of the fundamental mechanisms of eukaryotic transcription and its regulation,https://en.wikipedia.org/wiki/Robert_G._Roeder,https://openalex.org/authors/A5007755251,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Kyoto Prize in Basic Sciences,2022,Bryan T. Grenfell,"Biological Sciences: Outstanding contributions to understanding infectious disease dynamics by integrating epidemiology, evolutionary biology, and immunology",https://en.wikipedia.org/wiki/Bryan_T._Grenfell,https://openalex.org/authors/A5018222452,Modeling and Simulation,2611.0,Mathematics,Physical Sciences,Yes,,Epidemiology,2713.0,Medicine,Subfield changed from Modeling and Simulation to Epidemiology (infectious disease dynamics),individual,1.0,Life Sciences & Medicine
Kyoto Prize in Basic Sciences,2023,Elliott H. Lieb,Mathematical Sciences: Outstanding contributions to mathematical physics,https://en.wikipedia.org/wiki/Elliott_H._Lieb,https://openalex.org/authors/A5072851506,Mathematical Physics,2610.0,Mathematics,Physical Sciences,Yes,,Mathematical Physics,2610.0,Mathematics,,individual,1.0,Math
Kyoto Prize in Basic Sciences,2024,Paul F. Hoffman,Earth and Planetary Sciences: Contributions to understanding the Snowball Earth hypothesis and early Earth geological evolution,https://en.wikipedia.org/wiki/Paul_F._Hoffman,https://openalex.org/authors/A5031766393,Atmospheric Science,1902.0,Earth and Planetary Sciences,Physical Sciences,Yes,,Geology,1907.0,Earth and Planetary Sciences,Subfield changed from Atmospheric Science to Geology (Snowball Earth),individual,1.0,Earth Sciences
Lasker-DeBakey Clinical Medical Research Award,2015,James P. Allison,Discovery and development of a monoclonal antibody therapy that unleashes the immune system to combat cancer,https://en.wikipedia.org/wiki/James_P._Allison,https://openalex.org/authors/A5047117233,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2016,Charles M. Rice,Development of a system to study the replication of hepatitis C virus and using it to revolutionize the treatment of the disease,https://en.wikipedia.org/wiki/Charles_M._Rice,https://openalex.org/authors/A5019683467,Hepatology,2721.0,Medicine,Health Sciences,Yes,,Hepatology,2721.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2016,Michael J. Sofia,Development of a system to study the replication of hepatitis C virus and using it to revolutionize the treatment of the disease,https://en.wikipedia.org/wiki/Michael_J._Sofia,https://openalex.org/authors/A5005886386,Hepatology,2721.0,Medicine,Health Sciences,Yes,,Hepatology,2721.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2016,Ralf F. W. Bartenschlager,Development of a system to study the replication of hepatitis C virus and using it to revolutionize the treatment of the disease,https://en.wikipedia.org/wiki/Ralf_F._W._Bartenschlager,https://openalex.org/authors/A5015740141,Virology,2406.0,Immunology and Microbiology,Life Sciences,Yes,https://openalex.org/authors/A5015740141,Virology,2406.0,Immunology and Microbiology,OpenAlex URL was missing; found Ralf Bartenschlager A5015740141,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2017,Douglas R. Lowy,Technological advances enabling development of HPV vaccines for prevention of cervical cancer and other tumors,https://en.wikipedia.org/wiki/Douglas_R._Lowy,https://openalex.org/authors/A5086620768,Epidemiology,2713.0,Medicine,Health Sciences,Yes,https://openalex.org/authors/A5086620768,Epidemiology,2713.0,Medicine,"2026-09-09 snapshot audit: id -> A5086620768 (Douglas R. Lowy, NIH, 50,187 cites); previous A5059951020 = Mark Schiffman",individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2017,John T. Schiller,Technological advances enabling development of HPV vaccines for prevention of cervical cancer and other tumors,https://en.wikipedia.org/wiki/John_T._Schiller,https://openalex.org/authors/A5075430537,Epidemiology,2713.0,Medicine,Health Sciences,Yes,,Epidemiology,2713.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2018,John B. Glen,"Discovery and development of propofol, a widely used anesthetic",https://en.wikipedia.org/wiki/John_B._Glen,https://openalex.org/authors/A5113850243,Nuclear and High Energy Physics,3106.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5113850243,Pharmacology,2736.0,Medicine,"Wrong profile (M. E. Cuneo, plasma physics); corrected to J. B. Glen A5113850243",individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2019,Axel Ullrich,"Invention of Herceptin, the first monoclonal antibody that blocks a cancer-causing protein, and development into a life-saving therapy",https://en.wikipedia.org/wiki/Axel_Ullrich,https://openalex.org/authors/A5104109590,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2019,Dennis J. Slamon,"Invention of Herceptin, the first monoclonal antibody that blocks a cancer-causing protein, and development into a life-saving therapy",https://en.wikipedia.org/wiki/Dennis_J._Slamon,https://openalex.org/authors/A5015491002,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2019,H. Michael Shepard,"Invention of Herceptin, the first monoclonal antibody that blocks a cancer-causing protein, and development into a life-saving therapy",https://en.wikipedia.org/wiki/H._Michael_Shepard,https://openalex.org/authors/A5025584666,"Radiology, Nuclear Medicine and Imaging",2741.0,Medicine,Health Sciences,Yes,,Oncology,2730.0,Medicine,Subfield changed from Radiology to Oncology (Herceptin),individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2021,Drew Weissman,Discovery of a new therapeutic technology based on modification of messenger RNA enabling COVID-19 vaccines,https://en.wikipedia.org/wiki/Drew_Weissman,https://openalex.org/authors/A5068253145,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2021,Katalin Kariko,Discovery of a new therapeutic technology based on modification of messenger RNA enabling COVID-19 vaccines,https://en.wikipedia.org/wiki/Katalin_Karik%C3%B3,https://openalex.org/authors/A5030598859,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2022,Yuk Ming Dennis Lo,"Discovery of fetal DNA in maternal blood, leading to noninvasive prenatal testing for Down syndrome",https://en.wikipedia.org/wiki/Yuk_Ming_Dennis_Lo,https://openalex.org/authors/A5005665172,"Pediatrics, Perinatology and Child Health",2735.0,Medicine,Health Sciences,Yes,,"Pediatrics, Perinatology and Child Health",2735.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2023,David Huang,Invention of optical coherence tomography (OCT) enabling rapid detection of retinal diseases,https://en.wikipedia.org/wiki/David_Huang,https://openalex.org/authors/A5015766352,Ophthalmology,2731.0,Medicine,Health Sciences,Yes,,Ophthalmology,2731.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2023,Eric A. Swanson,Invention of optical coherence tomography (OCT) enabling rapid detection of retinal diseases,https://en.wikipedia.org/wiki/Eric_A._Swanson,https://openalex.org/authors/A5110342593,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,,Biomedical Engineering,2204.0,Engineering,,individual,1.0,Bioengineering and biomedical engineering
Lasker-DeBakey Clinical Medical Research Award,2023,James G. Fujimoto,Invention of optical coherence tomography (OCT) enabling rapid detection of retinal diseases,https://en.wikipedia.org/wiki/James_G._Fujimoto,https://openalex.org/authors/A5019768182,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,,Biomedical Engineering,2204.0,Engineering,,individual,1.0,Bioengineering and biomedical engineering
Lasker-DeBakey Clinical Medical Research Award,2024,Joel Habener,Pioneering work on GLP-1-based therapy for obesity,https://en.wikipedia.org/wiki/Joel_Habener,https://openalex.org/authors/A5034913449,Surgery,2746.0,Medicine,Health Sciences,Yes,,"Endocrinology, Diabetes and Metabolism",2712.0,Medicine,Subfield changed from Surgery to Endocrinology (GLP-1),individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2024,Lotte Bjerre Knudsen,Pioneering work on GLP-1-based therapy for obesity,https://en.wikipedia.org/wiki/Lotte_Bjerre_Knudsen,https://openalex.org/authors/A5088627727,"Endocrinology, Diabetes and Metabolism",2712.0,Medicine,Health Sciences,Yes,,"Endocrinology, Diabetes and Metabolism",2712.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lasker-DeBakey Clinical Medical Research Award,2024,Svetlana Mojsov,Pioneering work on GLP-1-based therapy for obesity,https://en.wikipedia.org/wiki/Svetlana_Mojsov,https://openalex.org/authors/A5013143800,"Endocrinology, Diabetes and Metabolism",2712.0,Medicine,Health Sciences,Yes,,"Endocrinology, Diabetes and Metabolism",2712.0,Medicine,,individual,1.0,Life Sciences & Medicine
Lorentz Medal,2018,Juan Maldacena,"For foundational contributions to theoretical physics, especially the AdS/CFT correspondence connecting quantum gravity and quantum field theory",https://en.wikipedia.org/wiki/Juan_Martín_Maldacena,https://openalex.org/authors/A5064341086,Nuclear and High Energy Physics,3106.0,Physics and Astronomy,Physical Sciences,Yes,,Nuclear and High Energy Physics,3106,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Lorentz Medal,2022,Daan Frenkel,For pioneering contributions to computational physics and molecular simulation of soft matter and complex fluids,https://en.wikipedia.org/wiki/Daan_Frenkel,https://openalex.org/authors/A5050049504,Materials Chemistry,2505.0,Materials Science,Physical Sciences,Yes,,Physical and Theoretical Chemistry,https://openalex.org/subfields/1606,Chemistry,"Reclassified: computational chemistry/soft matter, not electronic materials",individual,1.0,Chemistry
Louisa Gross Horwitz Prize,2015,S. Lawrence Zipursky,For contributions to understanding neuronal self-recognition and self-avoidance,https://en.wikipedia.org/wiki/S._Lawrence_Zipursky,https://openalex.org/authors/A5044761400,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2016,Aharon Razin,For pioneering work on DNA methylation and epigenetic regulation,https://en.wikipedia.org/wiki/Aharon_Razin,https://openalex.org/authors/A5026367447,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2016,Gary Felsenfeld,For pioneering work on chromatin structure and gene regulation,https://en.wikipedia.org/wiki/Gary_Felsenfeld,https://openalex.org/authors/A5037088178,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2016,Howard Cedar,For pioneering work on DNA methylation and epigenetic regulation,https://en.wikipedia.org/wiki/Howard_Cedar,https://openalex.org/authors/A5054894406,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2017,Jeffrey I. Gordon,For pioneering research on the gut microbiome and its role in human health,https://en.wikipedia.org/wiki/Jeffrey_I._Gordon,https://openalex.org/authors/A5063884903,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2018,Bert W. O'Malley,For research on how steroid hormones and nuclear receptors regulate cell function,https://en.wikipedia.org/wiki/Bert_W._O'Malley,https://openalex.org/authors/A5057978718,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2018,Pierre Chambon,For research on how steroid hormones and nuclear receptors regulate cell function,https://en.wikipedia.org/wiki/Pierre_Chambon,https://openalex.org/authors/A5085761422,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2018,Ronald M. Evans,For research on how steroid hormones and nuclear receptors regulate cell function,https://en.wikipedia.org/wiki/Ronald_M._Evans,https://openalex.org/authors/A5087519016,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2019,David M. Sabatini,For work on the PI3K and mTOR pathways in physiology and oncogenesis,https://en.wikipedia.org/wiki/David_M._Sabatini,https://openalex.org/authors/A5013582936,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2019,Lewis C. Cantley,For work on the PI3K and mTOR pathways in physiology and oncogenesis,https://en.wikipedia.org/wiki/Lewis_C._Cantley,https://openalex.org/authors/A5057032257,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
